file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
en_test_0_common_voice_en_37585170.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Gentleman (b) Lady,(b) Lady
en_test_0_common_voice_en_19937101.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_31769647.wav,female,"In this task, you will listen to a short audio clip and identify the speaker's gender. Select the option that best fits your opinion. (a) Female (b) Male",(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Sir (b) Madam,(b) Madam
en_test_0_common_voice_en_19854772.wav,female,Please identify the gender of the speaker. (a) Female (b) Male,(a) Female,Focusing on the gender of the speaker and answer this question: which of the following terms of address or designations is most appropriate for individuals of the same gender as the speaker? (a) Ms. (b) Mr.,(a) Ms.
en_test_0_common_voice_en_17396116.wav,female,What is the speaker's gender in this audio? (a) Female (b) Male,(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Sir (b) Madam,(b) Madam
en_test_0_common_voice_en_17902082.wav,female,Classify the speaker's voice into one of the following gender categories. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Madam (b) Sir,(a) Madam
en_test_0_common_voice_en_17350425.wav,female,Identify the speaker's gender. (a) Female (b) Male,(a) Female,Focusing on the gender of the speaker and answer this question: which of the following terms of address or designations is most appropriate for individuals of the same gender as the speaker? (a) Brother (b) Sister,(b) Sister
en_test_0_common_voice_en_31684476.wav,female,"From the provided audio recording, recognize the speaker's gender. (a) Female (b) Male",(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Madam (b) Sir,(a) Madam
en_test_0_common_voice_en_39750688.wav,female,Listen carefully to the provided audio clip and identify the gender of the speaker. Select the option that best represents the speaker’s gender based on your perception. (a) Female (b) Male,(a) Female,"Taking into account the gender of the speaker, which label best aligns with how individuals of the same gender as the speaker in the audio would typically be addressed? (a) Gentleman (b) Lady",(b) Lady
en_test_0_common_voice_en_35400503.wav,female,Determine the speaker’s gender in this audio recording. Pay attention to vocal characteristics that might help in categorizing the speaker into one of these two options. Select your choice from the following options. (a) Female (b) Male,(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Mother (b) Father,(a) Mother
en_test_0_common_voice_en_21481329.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Sir (b) Madam,(b) Madam
en_test_0_common_voice_en_37344367.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_31534152.wav,female,"In this task, you will listen to a short audio clip and identify the speaker's gender. Select the option that best fits your opinion. (a) Female (b) Male",(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Gentleman (b) Lady,(b) Lady
en_test_0_common_voice_en_17895168.wav,female,Please identify the gender of the speaker. (a) Female (b) Male,(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Sister (b) Brother,(a) Sister
en_test_0_common_voice_en_37318569.wav,female,What is the speaker's gender in this audio? (a) Female (b) Male,(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Uncle (b) Aunt,(b) Aunt
en_test_0_common_voice_en_498245.wav,female,Classify the speaker's voice into one of the following gender categories. (a) Female (b) Male,(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Sister (b) Brother,(a) Sister
en_test_0_common_voice_en_31734340.wav,female,Identify the speaker's gender. (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Father (b) Mother,(b) Mother
en_test_0_common_voice_en_37976915.wav,female,"From the provided audio recording, recognize the speaker's gender. (a) Female (b) Male",(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Ms. (b) Mr.,(a) Ms.
en_test_0_common_voice_en_19412457.wav,female,Listen carefully to the provided audio clip and identify the gender of the speaker. Select the option that best represents the speaker’s gender based on your perception. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Mr. (b) Ms.,(b) Ms.
en_test_0_common_voice_en_18211602.wav,female,Determine the speaker’s gender in this audio recording. Pay attention to vocal characteristics that might help in categorizing the speaker into one of these two options. Select your choice from the following options. (a) Female (b) Male,(a) Female,Focusing on the gender of the speaker and answer this question: which of the following terms of address or designations is most appropriate for individuals of the same gender as the speaker? (a) Sister (b) Brother,(a) Sister
en_test_0_common_voice_en_17935705.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Father (b) Mother,(b) Mother
en_test_0_common_voice_en_21367754.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_19596930.wav,female,"In this task, you will listen to a short audio clip and identify the speaker's gender. Select the option that best fits your opinion. (a) Female (b) Male",(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Sir (b) Madam,(b) Madam
en_test_0_common_voice_en_19941683.wav,female,Please identify the gender of the speaker. (a) Female (b) Male,(a) Female,Focusing on the gender of the speaker and answer this question: which of the following terms of address or designations is most appropriate for individuals of the same gender as the speaker? (a) Madam (b) Sir,(a) Madam
en_test_0_common_voice_en_19708695.wav,female,What is the speaker's gender in this audio? (a) Female (b) Male,(a) Female,"Taking into account the gender of the speaker, which label best aligns with how individuals of the same gender as the speaker in the audio would typically be addressed? (a) Sir (b) Madam",(b) Madam
en_test_0_common_voice_en_17912300.wav,female,Classify the speaker's voice into one of the following gender categories. (a) Female (b) Male,(a) Female,"Taking into account the gender of the speaker, which label best aligns with how individuals of the same gender as the speaker in the audio would typically be addressed? (a) Ms. (b) Mr.",(a) Ms.
en_test_0_common_voice_en_17391184.wav,female,Identify the speaker's gender. (a) Female (b) Male,(a) Female,Which terms of address is most accurate for individuals of the same gender as the speaker? (a) Brother (b) Sister,(b) Sister
en_test_0_common_voice_en_39734854.wav,female,"From the provided audio recording, recognize the speaker's gender. (a) Female (b) Male",(a) Female,"Taking into account the gender of the speaker, which label best aligns with how individuals of the same gender as the speaker in the audio would typically be addressed? (a) Lady (b) Gentleman",(a) Lady
en_test_0_common_voice_en_31770144.wav,female,Listen carefully to the provided audio clip and identify the gender of the speaker. Select the option that best represents the speaker’s gender based on your perception. (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Father (b) Mother,(b) Mother
en_test_0_common_voice_en_17266327.wav,female,Determine the speaker’s gender in this audio recording. Pay attention to vocal characteristics that might help in categorizing the speaker into one of these two options. Select your choice from the following options. (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Sister (b) Brother,(a) Sister
en_test_0_common_voice_en_31822774.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Gentleman (b) Lady,(b) Lady
en_test_0_common_voice_en_37429748.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Mother (b) Father,(a) Mother
en_test_0_common_voice_en_31667123.wav,female,"In this task, you will listen to a short audio clip and identify the speaker's gender. Select the option that best fits your opinion. (a) Female (b) Male",(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Mr. (b) Ms.,(b) Ms.
en_test_0_common_voice_en_17859625.wav,female,Please identify the gender of the speaker. (a) Female (b) Male,(a) Female,"Taking into account the gender of the speaker, which label best aligns with how individuals of the same gender as the speaker in the audio would typically be addressed? (a) Sister (b) Brother",(a) Sister
en_test_0_common_voice_en_22338655.wav,female,What is the speaker's gender in this audio? (a) Female (b) Male,(a) Female,Which terms of address is most accurate for individuals of the same gender as the speaker? (a) Uncle (b) Aunt,(b) Aunt
en_test_0_common_voice_en_25722369.wav,female,Classify the speaker's voice into one of the following gender categories. (a) Female (b) Male,(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_18309496.wav,female,Identify the speaker's gender. (a) Female (b) Male,(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Sir (b) Madam,(b) Madam
en_test_0_common_voice_en_19706318.wav,female,"From the provided audio recording, recognize the speaker's gender. (a) Female (b) Male",(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Ms. (b) Mr.,(a) Ms.
en_test_0_common_voice_en_21372560.wav,female,Listen carefully to the provided audio clip and identify the gender of the speaker. Select the option that best represents the speaker’s gender based on your perception. (a) Female (b) Male,(a) Female,Focusing on the gender of the speaker and answer this question: which of the following terms of address or designations is most appropriate for individuals of the same gender as the speaker? (a) Gentleman (b) Lady,(b) Lady
en_test_0_common_voice_en_31638031.wav,female,Determine the speaker’s gender in this audio recording. Pay attention to vocal characteristics that might help in categorizing the speaker into one of these two options. Select your choice from the following options. (a) Female (b) Male,(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_39663913.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Uncle (b) Aunt,(b) Aunt
en_test_0_common_voice_en_25884084.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_20688736.wav,female,"In this task, you will listen to a short audio clip and identify the speaker's gender. Select the option that best fits your opinion. (a) Female (b) Male",(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Mr. (b) Ms.,(b) Ms.
en_test_0_common_voice_en_35854111.wav,female,Please identify the gender of the speaker. (a) Female (b) Male,(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Mother (b) Father,(a) Mother
en_test_0_common_voice_en_39990785.wav,female,What is the speaker's gender in this audio? (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Father (b) Mother,(b) Mother
en_test_0_common_voice_en_38713736.wav,female,Classify the speaker's voice into one of the following gender categories. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Mother (b) Father,(a) Mother
en_test_0_common_voice_en_17979998.wav,female,Identify the speaker's gender. (a) Female (b) Male,(a) Female,Focusing on the gender of the speaker and answer this question: which of the following terms of address or designations is most appropriate for individuals of the same gender as the speaker? (a) Mr. (b) Ms.,(b) Ms.
en_test_0_common_voice_en_19951114.wav,female,"From the provided audio recording, recognize the speaker's gender. (a) Female (b) Male",(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Lady (b) Gentleman,(a) Lady
en_test_0_common_voice_en_38243824.wav,female,Listen carefully to the provided audio clip and identify the gender of the speaker. Select the option that best represents the speaker’s gender based on your perception. (a) Female (b) Male,(a) Female,Focusing on the gender of the speaker and answer this question: which of the following terms of address or designations is most appropriate for individuals of the same gender as the speaker? (a) Brother (b) Sister,(b) Sister
en_test_0_common_voice_en_17391190.wav,female,Determine the speaker’s gender in this audio recording. Pay attention to vocal characteristics that might help in categorizing the speaker into one of these two options. Select your choice from the following options. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Mother (b) Father,(a) Mother
en_test_0_common_voice_en_28872024.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Please focus on the speaker’s gender. Which terms of address would be the most accurate for individuals of the same gender as the speaker? (a) Mr. (b) Ms.,(b) Ms.
en_test_0_common_voice_en_27654279.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Ms. (b) Mr.,(a) Ms.
en_test_0_common_voice_en_19485661.wav,female,"In this task, you will listen to a short audio clip and identify the speaker's gender. Select the option that best fits your opinion. (a) Female (b) Male",(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Gentleman (b) Lady,(b) Lady
en_test_0_common_voice_en_38427570.wav,female,Please identify the gender of the speaker. (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Mother (b) Father,(a) Mother
en_test_0_common_voice_en_19708700.wav,female,What is the speaker's gender in this audio? (a) Female (b) Male,(a) Female,Which label fits best for individuals of the same gender as the speaker? (a) Mr. (b) Ms.,(b) Ms.
en_test_0_common_voice_en_26523110.wav,female,Classify the speaker's voice into one of the following gender categories. (a) Female (b) Male,(a) Female,Which terms of address is most accurate for individuals of the same gender as the speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_26790804.wav,female,Identify the speaker's gender. (a) Female (b) Male,(a) Female,"Taking into account the gender of the speaker, which label best aligns with how individuals of the same gender as the speaker in the audio would typically be addressed? (a) Father (b) Mother",(b) Mother
en_test_0_common_voice_en_37698584.wav,female,"From the provided audio recording, recognize the speaker's gender. (a) Female (b) Male",(a) Female,Which terms of address is most accurate for individuals of the same gender as the speaker? (a) Lady (b) Gentleman,(a) Lady
en_test_0_common_voice_en_36305046.wav,female,Listen carefully to the provided audio clip and identify the gender of the speaker. Select the option that best represents the speaker’s gender based on your perception. (a) Female (b) Male,(a) Female,Which of the following options would be the most appropriate term of address for people sharing the same gender as the speaker? (a) Brother (b) Sister,(b) Sister
en_test_0_common_voice_en_19941476.wav,female,Determine the speaker’s gender in this audio recording. Pay attention to vocal characteristics that might help in categorizing the speaker into one of these two options. Select your choice from the following options. (a) Female (b) Male,(a) Female,Which terms of address is most accurate for individuals of the same gender as the speaker? (a) Lady (b) Gentleman,(a) Lady
en_test_0_common_voice_en_18303530.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Which of the following terms of address is most appropriate for individuals of the same gender as this speaker? (a) Gentleman (b) Lady,(b) Lady
en_test_0_common_voice_en_33290227.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Which terms of address fits individuals of the same gender as the speaker? (a) Aunt (b) Uncle,(a) Aunt
en_test_0_common_voice_en_5688714.wav,female,"In this task, you will listen to a short audio clip and identify the speaker's gender. Select the option that best fits your opinion. (a) Female (b) Male",(a) Female,"Taking into account the gender of the speaker, which label best aligns with how individuals of the same gender as the speaker in the audio would typically be addressed? (a) Brother (b) Sister",(b) Sister
en_test_0_common_voice_en_17503256.wav,female,Please identify the gender of the speaker. (a) Female (b) Male,(a) Female,Which of the following historical figures is the same gender as the speaker? (a) Indira Gandhi (b) Ernest Hemingway,(a) Indira Gandhi
en_test_0_common_voice_en_30951482.wav,female,What is the speaker's gender in this audio? (a) Female (b) Male,(a) Female,Listen closely to the provided audio recording and determine which of these historical figures most likely shares the same gender as the speaker. (a) Mahatma Gandhi (b) Frida Kahlo,(b) Frida Kahlo
en_test_0_common_voice_en_25716466.wav,female,Classify the speaker's voice into one of the following gender categories. (a) Female (b) Male,(a) Female,Which historical figure has the same gender as the speaker? (a) Ada Lovelace (b) Napoleon Bonaparte,(a) Ada Lovelace
en_test_0_common_voice_en_514622.wav,female,Identify the speaker's gender. (a) Female (b) Male,(a) Female,Which historical figure shares the same gender as the speaker? (a) Napoleon Bonaparte (b) Helen Keller,(b) Helen Keller
en_test_0_common_voice_en_125399.wav,female,"From the provided audio recording, recognize the speaker's gender. (a) Female (b) Male",(a) Female,Which historical figure has the same gender as the speaker? (a) Billie Jean King (b) Leonardo da Vinci,(a) Billie Jean King
en_test_0_common_voice_en_17980000.wav,female,Listen carefully to the provided audio clip and identify the gender of the speaker. Select the option that best represents the speaker’s gender based on your perception. (a) Female (b) Male,(a) Female,Which historical figure shares the same gender as the speaker? (a) Napoleon Bonaparte (b) Cleopatra,(b) Cleopatra
en_test_0_common_voice_en_30406494.wav,female,Determine the speaker’s gender in this audio recording. Pay attention to vocal characteristics that might help in categorizing the speaker into one of these two options. Select your choice from the following options. (a) Female (b) Male,(a) Female,"After carefully listening to the provided audio file, which of the following historical figures do you believe shares the same gender as the speaker? (a) Joan of Arc (b) Alan Turing",(a) Joan of Arc
en_test_0_common_voice_en_20586174.wav,female,The following task requires you to classify the gender of the speaker in the provided audio clip. Analyze the speaker’s vocal traits and select the option that aligns with your judgment. (a) Female (b) Male,(a) Female,Listen closely to the provided audio recording and determine which of these historical figures most likely shares the same gender as the speaker. (a) Mahatma Gandhi (b) Marie Curie,(b) Marie Curie
en_test_0_common_voice_en_39015262.wav,female,Your task is to determine the gender of the speaker in the audio clip provided. Please identify the speaker's gender and select the option that you believe is most accurate. (a) Female (b) Male,(a) Female,Listen closely to the provided audio recording and determine which of these historical figures most likely shares the same gender as the speaker. (a) Harriet Tubman (b) Albert Einstein,(a) Harriet Tubman
