file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
de_test_0_common_voice_de_20232034.wav,German,"From the audio provided, which language is spoken? (a) Chinese (b) Spanish (c) German (d) Japanese",(c) German,"Among the given options, which country has the spoken language in the audio as one of its official languages? (a) China (b) Colombia (c) Liechtenstein (d) Japan",(c) Liechtenstein
de_test_0_common_voice_de_24978922.wav,German,Determine the language of the provided speech. (a) German (b) Spanish (c) Italian (d) Korean,(a) German,"From the cities provided, which one is located in a country where the language spoken in the audio is recognized officially? (a) Vaduz (b) Sevilla (c) Rome (d) Busan",(a) Vaduz
de_test_0_common_voice_de_25326727.wav,German,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) German (b) Japanese (c) Spanish (d) Chinese,(a) German,Which historical figure among the choices came from a nation with the audio’s spoken language as an official language? (a) Ludwig van Beethoven (b) Emperor Meiji (c) Simón Bolívar (d) Du Fu,(a) Ludwig van Beethoven
de_test_0_common_voice_de_19128473.wav,German,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) French (b) Chinese (c) Korean (d) German,(d) German,"If you plan to study abroad, which test measures the language heard in this audio? (a) DALF (b) HSK (c) KLAT (d) DSH",(d) DSH
de_test_0_common_voice_de_20197325.wav,German,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) German (b) Spanish (c) English (d) Chinese,(a) German,The language heard in the audio belongs to which of the given language families? (a) Indo-European (b) Koreanic (c) Sino-Tibetan (d) Japonic,(a) Indo-European
de_test_0_common_voice_de_20283829.wav,German,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) Chinese (b) Spanish (c) German (d) English",(c) German,Which literary classic was initially authored in the language heard in the audio clip? (a) Fortress Besieged (b) The Death of Artemio Cruz (c) Steppenwolf (d) The Catcher in the Rye,(c) Steppenwolf
de_test_0_common_voice_de_37501179.wav,German,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) English (b) German (c) Italian (d) Spanish,(b) German,Which of these dishes comes from a country where the language in the audio is the primary language? (a) Cornish Pasty (b) Sauerkraut (c) Risotto (d) Gazpacho,(b) Sauerkraut
de_test_0_common_voice_de_19765382.wav,German,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) French (b) Japanese (c) German (d) Chinese,(c) German,Which of the provided translations accurately represents 'prosperity' in the language of this speech? (a) stagnazione (b) prosperità (c) Prosperität (d) Stillstand,(c) Prosperität
de_test_0_common_voice_de_37725629.wav,German,"Listen to the speech segment, and choose the language spoken by the speaker. (a) Japanese (b) Korean (c) German (d) Chinese",(c) German,"Considering the options listed, which ISO code is correct for identifying the language in this particular audio? (a) ja (b) ko (c) de (d) zh",(c) de
de_test_0_common_voice_de_39904493.wav,German,"From the audio provided, which language is spoken? (a) English (b) German (c) Chinese (d) Japanese",(b) German,Which of these countries officially uses the language spoken in the audio? (a) India (b) Austria (c) China (d) Japan,(b) Austria
de_test_0_common_voice_de_37016766.wav,German,Determine the language of the provided speech. (a) Japanese (b) German (c) Chinese (d) Korean,(b) German,"From the given options, which city is most likely in a country where the audio’s language is an official language? (a) Kyoto (b) Innsbruck (c) Beijing (d) Incheon",(b) Innsbruck
de_test_0_common_voice_de_20231708.wav,German,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) French (b) Italian (c) German (d) Japanese,(c) German,Which of these historical figures is likely from a nation that officially recognizes the language spoken in the audio? (a) Napoleon Bonaparte (b) Michelangelo Buonarroti (c) Johann Wolfgang von Goethe (d) Emperor Meiji,(c) Johann Wolfgang von Goethe
de_test_0_common_voice_de_39904490.wav,German,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) German (b) English (c) Korean (d) Japanese,(a) German,"From these options, which standardized test evaluates the language heard in the audio? (a) Goethe-Zertifikat (b) PTE Academic (c) KLAT (d) JLPT",(a) Goethe-Zertifikat
de_test_0_common_voice_de_26820347.wav,German,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) Korean (b) German (c) Chinese (d) English,(b) German,To what family does the language in the audio belong? (a) Japonic (b) Indo-European (c) Sino-Tibetan (d) Koreanic,(b) Indo-European
de_test_0_common_voice_de_18201555.wav,German,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) Japanese (b) Italian (c) Korean (d) German",(d) German,Which book from the list was originally written in the language heard in this audio? (a) Snow Country (b) Foucault's Pendulum (c) The Tale of Chunhyang (d) The Sorrows of Young Werther,(d) The Sorrows of Young Werther
de_test_0_common_voice_de_37560092.wav,German,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) Korean (b) German (c) Chinese (d) French,(b) German,"From the given options, which dish originates from a country where the language spoken in this audio is dominant? (a) Tteokbokki (b) Spätzle (c) Mooncakes (d) Coq au Vin",(b) Spätzle
de_test_0_common_voice_de_40049265.wav,German,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) Japanese (b) German (c) Korean (d) Italian,(b) German,Which option represents 'wisdom' in the language spoken in this audio clip? (a) 自惚れ (b) Weisheit (c) Arroganz (d) ウィズダム,(b) Weisheit
de_test_0_common_voice_de_34261989.wav,German,"Listen to the speech segment, and choose the language spoken by the speaker. (a) Italian (b) German (c) Korean (d) English",(b) German,"From the choices provided, which ISO language code would be the most suitable to categorize the language spoken in the given audio? (a) it (b) de (c) ko (d) en",(b) de
de_test_0_common_voice_de_18354244.wav,German,"From the audio provided, which language is spoken? (a) Spanish (b) German (c) Japanese (d) English",(b) German,Which country has the language spoken in the audio as one of its official languages? (a) Argentina (b) Germany (c) Japan (d) United Kingdom,(b) Germany
de_test_0_common_voice_de_17499319.wav,German,Determine the language of the provided speech. (a) German (b) Spanish (c) French (d) Korean,(a) German,Which city listed here belongs to a country where the language in the audio is official? (a) Innsbruck (b) Lima (c) Colmar (d) Seoul,(a) Innsbruck
de_test_0_common_voice_de_17868905.wav,German,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) Italian (b) English (c) German (d) Chinese,(c) German,"From the given figures, who is from a country with the audio’s language as an official language? (a) Galileo Galilei (b) Mahatma Gandhi (c) Johann Wolfgang von Goethe (d) Du Fu",(c) Johann Wolfgang von Goethe
de_test_0_common_voice_de_39792483.wav,German,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) English (b) German (c) Chinese (d) Korean,(b) German,Which test focuses on proficiency in the language spoken in this speech segment? (a) TOEFL (b) DSH (c) TOCFL (d) KLAT,(b) DSH
de_test_0_common_voice_de_19740814.wav,German,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) Italian (b) Japanese (c) Spanish (d) German,(d) German,Which of these language families corresponds to the language heard in the audio? (a) Koreanic (b) Japonic (c) Sino-Tibetan (d) Indo-European,(d) Indo-European
de_test_0_common_voice_de_24874063.wav,German,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) Chinese (b) English (c) Spanish (d) German",(d) German,"From the provided options, which literary masterpiece was first crafted in the language of the audio? (a) Journey to the West (b) Lord of the Flies (c) Chronicle of a Death Foretold (d) Steppenwolf",(d) Steppenwolf
de_test_0_common_voice_de_34232271.wav,German,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) Spanish (b) German (c) Italian (d) French,(b) German,Which dish in the list is most strongly linked to a country where the language of this audio is primary? (a) Paella (b) Spätzle (c) Gelato (d) Bouillabaisse,(b) Spätzle
de_test_0_common_voice_de_33974641.wav,German,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) Italian (b) German (c) Spanish (d) Chinese,(b) German,"From the listed options, which one correctly matches 'prosperity' in meaning in the language of this speech? (a) プアリティー (b) Prosperität (c) 繁栄 (d) Armut",(b) Prosperität
de_test_0_common_voice_de_19167601.wav,German,"Listen to the speech segment, and choose the language spoken by the speaker. (a) Japanese (b) Chinese (c) German (d) French",(c) German,"When considering the spoken language in this audio sample, which of the listed ISO language codes would be the most appropriate choice to accurately identify the language used by the speaker? (a) ja (b) zh (c) de (d) fr",(c) de
de_test_0_common_voice_de_17300767.wav,German,"From the audio provided, which language is spoken? (a) English (b) Japanese (c) French (d) German",(d) German,"When considering the language spoken in this audio recording, which of the provided countries includes this language as one of its officially recognized languages? (a) New Zealand (b) Japan (c) France (d) Liechtenstein",(d) Liechtenstein
de_test_0_common_voice_de_19009341.wav,German,Determine the language of the provided speech. (a) French (b) German (c) English (d) Italian,(b) German,"Considering the language spoken in the audio recording, which of the listed cities is most likely situated in a country where this language is recognized as one of the official languages? (a) Colmar (b) Innsbruck (c) Wellington (d) Florence",(b) Innsbruck
de_test_0_common_voice_de_19421035.wav,German,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) English (b) German (c) Spanish (d) Italian,(b) German,"Considering the language spoken in the audio, which of the listed historical figures is most likely from a country where this language is officially recognized as one of its official languages? (a) Winston Churchill (b) Johann Wolfgang von Goethe (c) Miguel de Cervantes (d) Michelangelo Buonarroti",(b) Johann Wolfgang von Goethe
de_test_0_common_voice_de_23830842.wav,German,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) Spanish (b) Italian (c) Chinese (d) German,(d) German,"If you need to evaluate your proficiency in the language spoken in this audio, which of the standardized tests listed among the options would be the most appropriate choice to measure your skills? (a) DELE (b) CELI (c) TOCFL (d) TestDaF",(d) TestDaF
de_test_0_common_voice_de_18220231.wav,German,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) German (b) English (c) Chinese (d) French,(a) German,"Considering the language spoken in this audio, which of the listed language families does it most accurately belong to, based on linguistic classification? (a) Indo-European (b) Koreanic (c) Sino-Tibetan (d) Japonic",(a) Indo-European
de_test_0_common_voice_de_22710968.wav,German,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) Spanish (b) Korean (c) German (d) Italian",(c) German,"Taking into account the language spoken in this audio, which of the literary works listed was originally composed in this language? (a) Like Water for Chocolate (b) The Tale of Chunhyang (c) All Quiet on the Western Front (d) Foucault's Pendulum",(c) All Quiet on the Western Front
de_test_0_common_voice_de_19937217.wav,German,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) Korean (b) Japanese (c) German (d) Chinese,(c) German,"Considering the language spoken in this audio, which of the listed dishes is most likely to have originated in a country where this language is the primary spoken language? (a) Bibimbap (b) Miso Soup (c) Bratwurst (d) Mooncakes",(c) Bratwurst
de_test_0_common_voice_de_38232955.wav,German,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) Japanese (b) Italian (c) German (d) Spanish,(c) German,Which phrase among the options has the same meaning as 'prosperity' in the language spoken in this speech? (a) stagnazione (b) Stillstand (c) Prosperität (d) prosperità,(c) Prosperität
de_test_0_common_voice_de_22885447.wav,German,"Listen to the speech segment, and choose the language spoken by the speaker. (a) Spanish (b) English (c) Japanese (d) German",(d) German,"Considering the provided audio recording, which of the ISO language codes listed among the options would be the most suitable choice for accurately identifying the language that is spoken throughout the recording? (a) es (b) en (c) ja (d) de",(d) de
de_test_0_common_voice_de_19561153.wav,German,"From the audio provided, which language is spoken? (a) Italian (b) French (c) German (d) Japanese",(c) German,"Among the countries presented as options, which one officially identifies the language spoken in the audio as an official language? (a) San Marino (b) Haiti (c) Liechtenstein (d) Japan",(c) Liechtenstein
de_test_0_common_voice_de_20279928.wav,German,Determine the language of the provided speech. (a) Chinese (b) Italian (c) German (d) Spanish,(c) German,"When analyzing the language spoken in the audio, which of the following cities is most likely found in a country where the spoken language is part of its official languages? (a) Taipei (b) Naples (c) Berlin (d) Chihuahua City",(c) Berlin
de_test_0_common_voice_de_39183455.wav,German,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) German (b) Spanish (c) English (d) French,(a) German,"Taking into account the language spoken in the audio, which historical figure is most likely from a country that includes this language as an official language? (a) Ludwig van Beethoven (b) Eva Perón (c) Mahatma Gandhi (d) Toussaint Louverture",(a) Ludwig van Beethoven
de_test_0_common_voice_de_20397921.wav,German,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) Korean (b) Chinese (c) Spanish (d) German,(d) German,"If you're planning to apply to a program or position that requires fluency in the language heard in this audio, which of the listed tests would be the most suitable for assessing your ability? (a) BKT (b) HSK (c) SIELE (d) TestDaF",(d) TestDaF
de_test_0_common_voice_de_17843259.wav,German,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) Korean (b) Chinese (c) Italian (d) German,(d) German,"Taking into account the spoken language in this audio, which language family among the options is it classified under within linguistic studies? (a) Koreanic (b) Japonic (c) Sino-Tibetan (d) Indo-European",(d) Indo-European
de_test_0_common_voice_de_20515439.wav,German,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) German (b) Italian (c) Spanish (d) English",(a) German,"Taking into account the language spoken in this audio, which of the listed literary works was originally created in this language? (a) The Magic Mountain (b) If This Is a Man (c) Love in the Time of Cholera (d) The Catcher in the Rye",(a) The Magic Mountain
de_test_0_common_voice_de_25949640.wav,German,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) German (b) Spanish (c) Chinese (d) Korean,(a) German,"When considering the language heard in the audio, which of the provided dishes is most representative of the cuisine from a country where this language is primarily spoken? (a) Schnitzel (b) Paella (c) Mapo Tofu (d) Samgyeopsal",(a) Schnitzel
de_test_0_common_voice_de_27315844.wav,German,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) German (b) Chinese (c) English (d) Italian,(a) German,"Among the provided options, which phrase corresponds to 'gratitude' in meaning in the language heard in this speech? (a) Dankbarkeit (b) gratitud (c) egoísmo (d) Egoismus",(a) Dankbarkeit
de_test_0_common_voice_de_17902872.wav,German,"Listen to the speech segment, and choose the language spoken by the speaker. (a) English (b) Korean (c) Chinese (d) German",(d) German,"Based on the audio sample that you have been presented with, which of the ISO language codes from the provided list most appropriately corresponds to the language spoken in the recording? (a) en (b) ko (c) zh (d) de",(d) de
de_test_0_common_voice_de_18934633.wav,German,"From the audio provided, which language is spoken? (a) Spanish (b) Chinese (c) Italian (d) German",(d) German,"Considering the language spoken in the audio recording, which of the following countries included in the options officially recognizes this language as one of its official languages? (a) Spain (b) China (c) San Marino (d) Germany",(d) Germany
de_test_0_common_voice_de_20255382.wav,German,Determine the language of the provided speech. (a) German (b) Chinese (c) French (d) English,(a) German,"From the given list of cities, which one is most likely found in a country that uses the language heard in the audio as part of its official languages? (a) Innsbruck (b) Shanghai (c) Abidjan (d) London",(a) Innsbruck
de_test_0_common_voice_de_20561354.wav,German,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) English (b) German (c) Korean (d) Chinese,(b) German,"Given the language spoken in the audio, which of the listed historical figures is most likely to have come from a nation where this language is part of its recognized official languages? (a) Edmund Hillary (b) Sigmund Freud (c) Yi Hwang (d) Confucius",(b) Sigmund Freud
de_test_0_common_voice_de_18206573.wav,German,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) German (b) Korean (c) Japanese (d) French,(a) German,"Based on the spoken language in this audio segment, which of the standardized tests among the options is best suited for individuals seeking to demonstrate proficiency in this language? (a) TestDaF (b) BKT (c) EJU (d) TCF",(a) TestDaF
de_test_0_common_voice_de_32524714.wav,German,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) Korean (b) Chinese (c) Japanese (d) German,(d) German,"Taking into account the origins, structure, and linguistic traits of the language in the audio, which of the listed families does it belong to? (a) Japonic (b) Sino-Tibetan (c) Koreanic (d) Indo-European",(d) Indo-European
de_test_0_common_voice_de_19439084.wav,German,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) Japanese (b) Italian (c) German (d) Chinese",(c) German,"Given the language spoken in this audio, which of the listed literary classics was originally authored in this language? (a) The Wind-Up Bird Chronicle (b) Zeno's Conscience (c) The Sorrows of Young Werther (d) Journey to the West",(c) The Sorrows of Young Werther
de_test_0_common_voice_de_17301827.wav,German,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) English (b) Italian (c) German (d) Spanish,(c) German,"Taking the language spoken in the audio into account, which of the dishes listed originates from a country where this language is the dominant form of communication? (a) Haggis (b) Lasagna (c) Bratwurst (d) Gazpacho",(c) Bratwurst
de_test_0_common_voice_de_19043449.wav,German,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) Japanese (b) Korean (c) German (d) Spanish,(c) German,Which option represents 'masterpiece' correctly in meaning in the language of the audio? (a) 걸작 (b) 실패 (c) Meisterwerk (d) Misserfolg,(c) Meisterwerk
de_test_0_common_voice_de_18493314.wav,German,"Listen to the speech segment, and choose the language spoken by the speaker. (a) French (b) Chinese (c) Italian (d) German",(d) German,"Given the audio recording presented and the task of determining the correct language code, which of the ISO language codes included in the list would most accurately align with the language being spoken in the recording? (a) fr (b) zh (c) it (d) de",(d) de
en_test_0_common_voice_en_22335218.wav,English,"From the audio provided, which language is spoken? (a) Korean (b) German (c) Spanish (d) English",(d) English,"Based on the audio sample provided, which of the listed countries recognizes the language being spoken as an official language within its borders? (a) South Korea (b) Germany (c) Chile (d) New Zealand",(d) New Zealand
en_test_0_common_voice_en_37976442.wav,English,Determine the language of the provided speech. (a) Korean (b) Chinese (c) Spanish (d) English,(d) English,"Based on the audio recording and the spoken language, which city among the provided options is most likely to be located in a country that officially designates this language as one of its official languages? (a) Incheon (b) Shanghai (c) Mexico City (d) Wellington",(d) Wellington
en_test_0_common_voice_en_31266588.wav,English,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) French (b) German (c) Japanese (d) English,(d) English,"From the historical figures provided, who is most likely from a nation that formally recognizes the language in the audio as one of its official languages? (a) Jean-Bédel Bokassa (b) Maria Theresa (c) Murasaki Shikibu (d) Nelson Mandela",(d) Nelson Mandela
en_test_0_common_voice_en_36016278.wav,English,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) German (b) French (c) Spanish (d) English,(d) English,"For someone planning to study abroad or work in a country where the language in this audio is spoken, which test from the list would be the most practical for demonstrating proficiency? (a) Goethe-Zertifikat (b) DALF (c) DELE (d) PTE Academic",(d) PTE Academic
en_test_0_common_voice_en_19954794.wav,English,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) Spanish (b) Italian (c) Japanese (d) English,(d) English,"Based on the spoken language in this audio, which of the provided language families encompasses this language? (a) Japonic (b) Koreanic (c) Sino-Tibetan (d) Indo-European",(d) Indo-European
en_test_0_common_voice_en_18395139.wav,English,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) Italian (b) Korean (c) Japanese (d) English",(d) English,"When considering the language of the audio, which of the listed books was authored in its original form in that language? (a) Decameron (b) The Vegetarian (c) Rashomon (d) Lord of the Flies",(d) Lord of the Flies
en_test_0_common_voice_en_39645706.wav,English,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) Chinese (b) German (c) English (d) Japanese,(c) English,"Given the language heard in the audio, which of the provided dishes is most closely linked to the culinary traditions of a country where this language is the official language? (a) Dumplings (b) Pretzel (c) Shepherd's Pie (d) Sushi",(c) Shepherd's Pie
en_test_0_common_voice_en_19489627.wav,English,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) English (b) French (c) German (d) Italian,(a) English,"From the provided list of ISO language codes, which one would you consider to be the most appropriate and accurate representation of the language being spoken in the audio recording presented? (a) en (b) fr (c) de (d) it",(a) en
en_test_0_common_voice_en_19704669.wav,English,"Listen to the speech segment, and choose the language spoken by the speaker. (a) English (b) German (c) Spanish (d) French",(a) English,"Based on the audio provided, which of the countries listed in the options recognizes the language spoken in the audio as one of its official languages? (a) New Zealand (b) Austria (c) Colombia (d) Senegal",(a) New Zealand
en_test_0_common_voice_en_18854899.wav,English,"From the audio provided, which language is spoken? (a) Spanish (b) Italian (c) English (d) Japanese",(c) English,"Taking into account the language heard in the audio sample, which city among the listed options is situated in a country that recognizes this language as an official language? (a) Lima (b) Venice (c) Liverpool (d) Hiroshima",(c) Liverpool
en_test_0_common_voice_en_36016276.wav,English,Determine the language of the provided speech. (a) Japanese (b) Spanish (c) English (d) French,(c) English,"When reviewing the language spoken in the audio, which historical figure is most likely from a country that uses this language as an official language? (a) Murasaki Shikibu (b) Miguel de Cervantes (c) Nelson Mandela (d) Napoleon Bonaparte",(c) Nelson Mandela
en_test_0_common_voice_en_106966.wav,English,Listen to the audio provided. Which of the following languages best matches the language spoken in the recording? (a) Spanish (b) Korean (c) Chinese (d) English,(d) English,"Considering the context of this audio and the spoken language, which of the listed tests is most widely used to measure proficiency in this specific language? (a) SIELE (b) BKT (c) TOCFL (d) TOEFL",(d) TOEFL
en_test_0_common_voice_en_19935427.wav,English,Carefully listen to the provided speech clip and evaluate the language spoken by the individual. Select the answer that best represents the language used in the audio. (a) Japanese (b) Korean (c) Spanish (d) English,(d) English,"Based on the linguistic features and origins of the language heard in this audio, which of the provided language families does it most accurately align with? (a) Japonic (b) Sino-Tibetan (c) Koreanic (d) Indo-European",(d) Indo-European
en_test_0_common_voice_en_19935040.wav,English,The audio contains a short speech segment spoken in a specific language. Your task is to analyze the audio and determine which of the following languages the speaker is using. (a) Italian (b) Japanese (c) German (d) English,(d) English,"From the options provided, which book was created in its original form in the language heard in this audio? (a) The Garden of the Finzi-Continis (b) Norwegian Wood (c) All Quiet on the Western Front (d) Lord of the Flies",(d) Lord of the Flies
en_test_0_common_voice_en_627541.wav,English,"Listen to the audio carefully, focusing on the speech. Based on your analysis, select the language that the speaker is using from the options provided (a) English (b) Spanish (c) Italian (d) Chinese",(a) English,"Based on the audio, which of the listed dishes is most likely to have cultural and culinary ties to a country where the spoken language is widely used? (a) Fish and Chips (b) Gazpacho (c) Pizza Margherita (d) Peking Duck",(a) Fish and Chips
en_test_0_common_voice_en_17473365.wav,English,Please listen to the provided audio clip and select the language spoken by the speaker from the options below. Your task is simply to choose the language that you think matches the speech. (a) Chinese (b) Japanese (c) English (d) Spanish,(c) English,Which of the following ISO language codes corresponds to the language spoken in this specific audio recording? (a) zh (b) ja (c) en (d) es,(c) en
en_test_0_common_voice_en_39990821.wav,English,Listen to the audio segment provided and identify the language being spoken by the individual. Choose the language from the list below that best fits your perception of the speech.Which of the following languages is the speaker using in the provided audio segment? (a) Spanish (b) French (c) English (d) Italian,(c) English,Which country among the options recognizes the language spoken in the audio as an official language? (a) Chile (b) Haiti (c) South Africa (d) Vatican City,(c) South Africa
en_test_0_common_voice_en_38849850.wav,English,"Listen to the speech segment, and choose the language spoken by the speaker. (a) Spanish (b) French (c) English (d) Chinese",(c) English,Which city among the options is likely in a country where the audio’s language is an official language? (a) Madrid (b) Paris (c) Edinburgh (d) Shanghai,(c) Edinburgh
en_test_0_common_voice_en_25619619.wav,English,"From the audio provided, which language is spoken? (a) Japanese (b) Korean (c) Spanish (d) English",(d) English,Which historical figure is most likely from a country where the language in the audio is official? (a) Murasaki Shikibu (b) Shin Saimdang (c) Gabriel García Márquez (d) Nelson Mandela,(d) Nelson Mandela
en_test_0_common_voice_en_19696555.wav,English,Determine the language of the provided speech. (a) Spanish (b) English (c) Japanese (d) Italian,(b) English,Which standardized test evaluates proficiency in the language spoken in this audio segment? (a) SIELE (b) IELTS (c) JLPT (d) CILS,(b) IELTS
