file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
1059_WSI_ANG_XX.wav,angry,How does the speaker feel in the recording? (a) disgust (b) happy (c) angry (d) sad, (c) angry,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Give them space to cool off before engaging further. (b) Reassure them and offer a way to move past the uncomfortable    situation. (c) Listen empathetically and let them express their feelings. (d) Express genuine excitement for their good news or achievement.",(a) Give them space to cool off before engaging further.
1006_TSI_ANG_XX.wav,angry,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) disgust (b) happy (c) angry (d) sad", (c) angry,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Stay calm and provide support to ease their anxiety. (b) Give them space to cool off before engaging further. (c) Avoid discussing further and respect their aversion to the topic. (d) Suggest spending some time together to cheer them up.",(b) Give them space to cool off before engaging further.
1009_IWL_ANG_XX.wav,angry,What emotion is the speaker expressing in the audio? (a) disgust (b) sad (c) angry (d) fear, (c) angry,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) Eyes crinkling with an open-mouthed laugh (b) Squinted eyes and a pinched nose (c) Wide-open eyes with raised eyebrows and slightly parted lips. (d) Flared nostrils with a tense expression",(d) Flared nostrils with a tense expression
1004_ITH_ANG_XX.wav,angry,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) sad (b) disgust (c) angry (d) happy", (c) angry,"Considering the emotion expressed in the audio, which of the following facial expressions would align most closely with it? (a) A broad smile with sparkling eyes (b) Clenched teeth with side facial muscles showing tension. (c) Eyes gazing downward with trembling lips (d) A wrinkled nose and raised upper lip",(b) Clenched teeth with side facial muscles showing tension.
1025_TAI_ANG_XX.wav,angry,Can you identify the speaker's emotion from this clip? (a) disgust (b) angry (c) fear (d) happy, (b) angry,"Considering the emotion expressed in the audio, which of the following facial expressions would align most closely with it? (a) Eyes crinkling with an open-mouthed laugh (b) Averted gaze with a grimacing mouth (c) A sharp, piercing gaze and compressed lips (d) Downturned mouth and teary eyes","(c) A sharp, piercing gaze and compressed lips"
1072_IEO_ANG_HI.wav,angry,What emotion is the speaker expressing in the audio? (a) fear (b) happy (c) disgust (d) angry, (d) angry,Which of the following scenarios do you think best matches the speaker's emotion conveyed in this speech? (a) Rejecting a tasteless meal with a grimace. (b) Slamming a door after a disagreement. (c) Facing an aggressive dog on the street. (d) Laughing at a funny joke in a conversation.,(b) Slamming a door after a disagreement.
1090_TIE_ANG_XX.wav,angry,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) angry (b) sad (c) fear (d) happy", (a) angry,"Which sentence would people feeling the same emotion most likely to say? (a) I don’t know how to move on from this loss. (b) This is the best day ever, I feel on top of the world! (c) I’m really scared about what might happen next. (d) Stop making excuses; this is entirely your fault!",(d) Stop making excuses; this is entirely your fault!
1013_DFA_ANG_XX.wav,angry,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) happy (b) disgust (c) angry (d) sad", (c) angry,"Considering the emotion communicated in this speech, which of these scenarios aligns most closely with the speaker's emotional state? (a) Reacting to a sudden loud noise in an empty house. (b) A parent scolding their child for misbehavior. (c) Seeing an unpleasant image online. (d) A person smiling after receiving good news.",(b) A parent scolding their child for misbehavior.
1066_IWW_ANG_XX.wav,angry,What is the emotional tone of the speaker in the audio? (a) angry (b) disgust (c) sad (d) happy, (a) angry,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Hearing a shocking and offensive statement. (b) A parent scolding their child for misbehavior. (c) A person crying after a breakup. (d) Winning a long-anticipated award or prize.",(b) A parent scolding their child for misbehavior.
1010_MTI_ANG_XX.wav,angry,What emotion is the speaker expressing in the audio? (a) happy (b) angry (c) disgust (d) fear, (b) angry,"Based on the emotion conveyed by the speaker in the audio, which of the following social interactions would be the most suitable response? (a) Listen attentively without interrupting to let them vent. (b) Stay calm and provide support to ease their anxiety. (c) Smile and engage positively in the conversation. (d) Offer a comforting hug or words of reassurance.",(a) Listen attentively without interrupting to let them vent.
1022_IOM_ANG_XX.wav,angry,Can you identify the speaker's emotion from this clip? (a) happy (b) disgust (c) angry (d) sad, (c) angry,"Which sentence best matches the emotional state of others with the same emotion expressed in the audio? (a) It’s hard to imagine things ever getting better. (b) I can’t stop smiling, everything feels so right. (c) This situation is really starting to piss me off! (d) I can’t even look at this without feeling uncomfortable.",(c) This situation is really starting to piss me off!
1054_ITH_ANG_XX.wav,angry,Can you identify the speaker's emotion from this clip? (a) happy (b) sad (c) angry (d) fear, (c) angry,"Which sentence most accurately reflects how people feeling the same emotion as the speaker might express themselves? (a) That’s just revolting, I can’t believe it. (b) Stop making excuses; this is entirely your fault! (c) I’m feeling so down, like nothing can lift my spirits. (d) I can’t breathe, I’m just so afraid right now.",(b) Stop making excuses; this is entirely your fault!
1069_ITS_ANG_XX.wav,angry,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) disgust (b) fear (c) angry (d) sad, (c) angry,"From the provided sentences, which one best matches the emotional state of individuals who are experiencing the same emotion as the speaker? (a) This thing looks absolutely gross and dirty; I can’t stand it! (b) I’m really scared about what might happen next. (c) I’ve had enough of this nonsense. (d) I can’t stop smiling, everything feels so right.",(c) I’ve had enough of this nonsense.
1057_TAI_ANG_XX.wav,angry,What is the emotional tone of the speaker in the audio? (a) disgust (b) sad (c) happy (d) angry, (d) angry,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) Tightly furrowed brow with trembling lips (b) A sharp, piercing gaze and compressed lips (c) Retracted chin with one corner of the mouth twitching, as if intolerable. (d) A radiant expression with raised cheeks","(b) A sharp, piercing gaze and compressed lips"
1073_ITH_ANG_XX.wav,angry,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) happy (b) angry (c) sad (d) fear", (b) angry,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) A warm, genuine smile with slightly tilted head (b) Wide-open eyes with raised eyebrows and slightly parted lips. (c) Furrowed brows with slightly open mouth, as if about to shout. (d) Eyes gazing downward with trembling lips","(c) Furrowed brows with slightly open mouth, as if about to shout."
1086_WSI_ANG_XX.wav,angry,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) sad (b) angry (c) fear (d) disgust, (b) angry,"Based on the emotion expressed in the audio, which facial expression would be the most likely one? (a) Clenched teeth with side facial muscles showing tension. (b) Squinted eyes and a pinched nose (c) Wrinkled forehead and a forlorn expression (d) A broad smile with sparkling eyes",(a) Clenched teeth with side facial muscles showing tension.
1061_IWL_ANG_XX.wav,angry,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) sad (b) disgust (c) fear (d) angry", (d) angry,"From the provided sentences, which one best matches the emotional state of individuals who are experiencing the same emotion as the speaker? (a) This situation is really starting to piss me off! (b) It’s hard to imagine things ever getting better. (c) This makes me feel sick to my stomach. (d) I feel like I’m in danger, and I don’t know what to do.",(a) This situation is really starting to piss me off!
1002_DFA_ANG_XX.wav,angry,How does the speaker feel in the recording? (a) angry (b) disgust (c) happy (d) fear, (a) angry,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Avoid discussing further and respect their aversion to the topic. (b) Express genuine excitement for their good news or achievement. (c) Stay calm and provide support to ease their anxiety. (d) Calmly acknowledge their frustration and suggest a solution.",(d) Calmly acknowledge their frustration and suggest a solution.
1082_ITS_ANG_XX.wav,angry,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) fear (b) angry (c) happy (d) disgust", (b) angry,"Which sentence best matches the emotional state of others with the same emotion expressed in the audio? (a) This is the best day ever, I feel on top of the world! (b) It’s so dirty! Please clean it as quick as possible. (c) This is terrifying, I can’t stop thinking about it. (d) How dare they treat me so unfairly like this!",(d) How dare they treat me so unfairly like this!
1010_IEO_ANG_MD.wav,angry,Can you identify the speaker's emotion from this clip? (a) disgust (b) sad (c) angry (d) happy, (c) angry,"Considering the emotion expressed in the audio, which of the following facial expressions would align most closely with it? (a) Flared nostrils with a tense expression (b) Head slightly pulled back with a terrified gaze, as if searching for an escape. (c) Eyes gazing downward with trembling lips (d) Averted gaze with a grimacing mouth",(a) Flared nostrils with a tense expression
1012_ITH_ANG_XX.wav,angry,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) angry (b) disgust (c) happy (d) sad", (a) angry,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Rejecting a tasteless meal with a grimace. (b) A person smiling after receiving good news. (c) Reacting to a sudden loud noise in an empty house. (d) Throwing an object in frustration.",(d) Throwing an object in frustration.
1049_MTI_ANG_XX.wav,angry,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) disgust (b) angry (c) sad (d) fear", (b) angry,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) A person crying after a breakup. (b) A heated argument between colleagues. (c) Hearing a shocking and offensive statement. (d) Celebrating a birthday with friends and family.",(b) A heated argument between colleagues.
1035_MTI_ANG_XX.wav,angry,Can you identify the speaker's emotion from this clip? (a) fear (b) disgust (c) angry (d) happy, (c) angry,"Which sentence best reflects the same emotion identified in the audio? (a) This is terrifying, I can’t stop thinking about it. (b) Stop making excuses; this is entirely your fault! (c) This is the best day ever, I feel on top of the world! (d) I don’t know how to move on from this loss.",(b) Stop making excuses; this is entirely your fault!
1002_ITS_ANG_XX.wav,angry,Can you identify the speaker's emotion from this clip? (a) sad (b) disgust (c) angry (d) happy, (c) angry,"Considering the emotion communicated in this speech, which of these scenarios aligns most closely with the speaker's emotional state? (a) Saying goodbye at an airport. (b) A person yelling after being cut off in traffic. (c) Hearing a shocking and offensive statement. (d) Facing an aggressive dog on the street.",(b) A person yelling after being cut off in traffic.
1057_WSI_ANG_XX.wav,angry,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) disgust (b) angry (c) sad (d) happy", (b) angry,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Offer congratulations or compliments to share their happiness. (b) Express understanding calmly and suggest leaving the unpleasant environment. (c) Apologize and admit your mistake, if appropriate. (d) Provide emotional support and avoid dismissing their sadness.","(c) Apologize and admit your mistake, if appropriate."
1025_TIE_ANG_XX.wav,angry,What emotion is the speaker expressing in the audio? (a) fear (b) angry (c) disgust (d) sad, (b) angry,Which facial expression best matches the emotion in the audio? (a) Raised eyebrows with a scowl (b) Squinted eyes and a pinched nose (c) A heavy sigh with a frown and slumped posture (d) Relaxed facial muscles with a cheerful grin,(a) Raised eyebrows with a scowl
1060_IEO_ANG_HI.wav,angry,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) sad (b) angry (c) fear (d) happy", (b) angry,"Which sentence would people feeling the same emotion most likely to say? (a) I can’t even look at this without feeling uncomfortable. (b) I don’t know how to move on from this loss. (c) I’ve had enough of this nonsense. (d) I’m so excited, I just can’t contain my happiness!",(c) I’ve had enough of this nonsense.
1046_MTI_ANG_XX.wav,angry,Can you identify the speaker's emotion from this clip? (a) sad (b) disgust (c) angry (d) fear, (c) angry,"Which sentence best reflects the same emotion identified in the audio? (a) I just can’t stop thinking about all those bad memories. (b) I’ve had enough of this nonsense. (c) I can’t stop smiling, everything feels so right. (d) I feel like I’m in danger, and I don’t know what to do.",(b) I’ve had enough of this nonsense.
1065_MTI_ANG_XX.wav,angry,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) angry (b) fear (c) disgust (d) sad", (a) angry,"Based on the emotional tone of the speech, which scenario seems to best reflect the speaker's emotion? (a) A person yelling after being cut off in traffic. (b) Reacting to a sudden loud noise in an empty house. (c) Winning a long-anticipated award or prize. (d) Turning away from spoiled food.",(a) A person yelling after being cut off in traffic.
1013_ITS_ANG_XX.wav,angry,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) angry (b) disgust (c) fear (d) happy, (a) angry,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Reacting to a foul odor in a room. (b) Preparing for a high-stakes exam with anxiety. (c) Reading a heartfelt goodbye letter. (d) Slamming a door after a disagreement.",(d) Slamming a door after a disagreement.
1027_IEO_ANG_MD.wav,angry,What emotion is the speaker expressing in the audio? (a) fear (b) disgust (c) angry (d) sad, (c) angry,What scenario best aligns with the speaker's emotion identified in this speech? (a) Rejecting a tasteless meal with a grimace. (b) Watching a touching but sorrowful movie scene. (c) Walking alone in a dark alley at night. (d) A person yelling after being cut off in traffic.,(d) A person yelling after being cut off in traffic.
1055_IWL_ANG_XX.wav,angry,What is the emotional tone of the speaker in the audio? (a) disgust (b) fear (c) angry (d) happy, (c) angry,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) A parent scolding their child for misbehavior. (b) Watching a horror movie alone in the dark. (c) Watching a touching but sorrowful movie scene. (d) Seeing an unpleasant image online.",(a) A parent scolding their child for misbehavior.
1079_IEO_ANG_MD.wav,angry,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) disgust (b) angry (c) sad (d) happy", (b) angry,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Express genuine excitement for their good news or achievement. (b) Listen attentively without interrupting to let them vent. (c) Offer reassurance and remind them they are safe. (d) Express understanding calmly and suggest leaving the unpleasant environment.",(b) Listen attentively without interrupting to let them vent.
1007_IWW_SAD_XX.wav,sad,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) angry (b) disgust (c) sad (d) happy", (c) sad,"Considering the emotion communicated in this speech, which of these scenarios aligns most closely with the speaker's emotional state? (a) Saying goodbye at an airport. (b) Winning a long-anticipated award or prize. (c) Throwing an object in frustration. (d) Preparing for a high-stakes exam with anxiety.",(a) Saying goodbye at an airport.
1020_IWL_SAD_XX.wav,sad,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) happy (b) fear (c) disgust (d) sad, (d) sad,"Which sentence best matches the emotional state of others with the same emotion expressed in the audio? (a) This makes me feel sick to my stomach. (b) I just can’t stop thinking about all those bad memories. (c) This is terrifying, I can’t stop thinking about it. (d) I’m just so happy I could burst!",(b) I just can’t stop thinking about all those bad memories.
1036_TAI_SAD_XX.wav,sad,How does the speaker feel in the recording? (a) fear (b) disgust (c) angry (d) sad, (d) sad,"Based on the emotion expressed in the audio, which facial expression would be the most likely one? (a) Furrowed brows with slightly open mouth, as if about to shout. (b) A wrinkled nose and raised upper lip (c) Frozen facial expression with trembling lips and quickened breathing. (d) A drooping gaze with a slack jaw",(d) A drooping gaze with a slack jaw
1061_DFA_SAD_XX.wav,sad,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) disgust (b) happy (c) fear (d) sad", (d) sad,"Based on the emotional tone of the speech, which scenario seems to best reflect the speaker's emotion? (a) Reading a heartfelt goodbye letter. (b) A person yelling after being cut off in traffic. (c) Hearing a shocking and offensive statement. (d) Watching a horror movie alone in the dark.",(a) Reading a heartfelt goodbye letter.
1045_IWL_SAD_XX.wav,sad,What emotion is the speaker expressing in the audio? (a) sad (b) disgust (c) angry (d) happy, (a) sad,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) Clenched teeth with side facial muscles showing tension. (b) Wide-open eyes with raised eyebrows and slightly parted lips. (c) Wrinkled forehead and a forlorn expression (d) Eyes crinkling with an open-mouthed laugh",(c) Wrinkled forehead and a forlorn expression
1066_DFA_SAD_XX.wav,sad,How does the speaker feel in the recording? (a) fear (b) disgust (c) happy (d) sad, (d) sad,"Which sentence best reflects the same emotion identified in the audio? (a) I’m so excited, I just can’t contain my happiness! (b) I can’t even look at this without feeling uncomfortable. (c) I can’t breathe, I’m just so afraid right now. (d) I’m feeling so down, like nothing can lift my spirits.","(d) I’m feeling so down, like nothing can lift my spirits."
1076_TAI_SAD_XX.wav,sad,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) fear (b) sad (c) happy (d) disgust", (b) sad,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Watching a touching but sorrowful movie scene. (b) Watching a horror movie alone in the dark. (c) Turning away from spoiled food. (d) Laughing at a funny joke in a conversation.",(a) Watching a touching but sorrowful movie scene.
1084_IEO_SAD_HI.wav,sad,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) disgust (b) angry (c) sad (d) fear, (c) sad,"Which sentence would people feeling the same emotion most likely to say? (a) I can’t believe this is happening, I’m so furious! (b) It’s so dirty! Please clean it as quick as possible. (c) I can’t breathe, I’m just so afraid right now. (d) I just can’t stop thinking about all those bad memories.",(d) I just can’t stop thinking about all those bad memories.
